,Unnamed: 0,hotel_id,name,average_rating,no_of_reviews,address,latitude,longitude,no_of_terrible,no_of_poor,no_of_average,no_of_very_good,no_of_excellent,no_of_terrible_sentiment,no_of_poor_sentiment,no_of_average_sentiment,no_of_very_good_sentiment,no_of_excellent_sentiment,sentiment_rating,word,positiveWord,negativeWord,dataset
408,252,252,Mercure Curitiba Golden Hotel,4.18,55,Rua Desembargador Motta 2044 Batel,-25.43675,-49.28146,0,0,2,8,45,0,4,5,14,32,3.75,"{'comfort': {4: 4.25}, 'room': {10: 3.7}, 'cleanliness': {8: 4.0}, 'lounge': {3: 4.333333333333333}, 'food': {1: 4.0}, 'value': {1: 4.0}, 'spa': {2: 3.5}, 'sleep': {1: 5.0}, 'pet-friendly': {1: 5.0}}","{'hotel': 18, 'clean': 11, 'night': 12, 'free': 8, 'stay': 14, 'helpful': 6, 'pretty': 6, 'comfortable': 6, 'time': 4, 'bar': 4}","{'miles': 7, 'bonita': 7, 'beach': 7, 'straight': 7, 'told': 6, 'area': 5, 'breakfast': 3, 'complained': 3, 'towels': 2, 'pool': 2}",static
580,253,253,The Westin Europa and Regina,4.24,55,Campo Barozzi,45.431943,12.33551,0,1,6,2,46,0,7,3,15,30,3.77,"{'room': {7: 2.857142857142857}, 'internet': {4: 2.75}, 'parking': {1: 5.0}, 'pet-friendly': {1: 3.0}, 'business': {1: 1.0}, 'location': {2: 4.0}, 'quiet': {3: 3.6666666666666665}, 'food': {1: 4.0}, 'service': {1: 4.0}, 'lounge': {2: 3.5}, 'cleanliness': {1: 4.0}}","{'stay': 23, 'hotel': 14, 'area': 13, 'staff': 13, 'quiet': 12, 'great': 11, 'place': 9, 'nearby': 9, 'location': 8, 'night': 7}","{'signal': 16, 'cell': 12, 'phone': 14, 'nice': 12, 'downside': 12, 'area': 12, 'dining': 12, 'options': 12, 'limited': 12, 'free': 10}",static
128,254,254,Country Inn and Suites By Carlson,3.61,54,3250 Northview Dr,41.73513,-85.97723,0,6,6,11,31,0,6,13,11,24,3.39,"{'room': {9: 3.2222222222222223}, 'service': {2: 3.5}, 'cleanliness': {4: 3.75}, 'comfort': {3: 3.3333333333333335}, 'location': {1: 2.0}, 'sleep': {1: 3.0}, 'business': {1: 4.0}}","{'town': 10, 'small': 11, 'stayed': 7, 'nice': 7, 'walking': 6, 'distance': 6, 'lots': 6, 'previous': 5, 'motels': 5, 'mountain': 5}","{'decor': 12, 'located': 11, 'architects': 9, 'wonderful': 9, 'room': 14, 'pleasant': 9, 'consistent': 9, 'feel': 9, 'location': 7, 'bit': 7}",static
3,255,255,A Bed & Breakfast In Cambridge,3.57,54,1657 Cambridge St,42.374972,-71.110408,0,5,7,12,30,0,3,8,17,26,3.66,"{'service': {2: 3.5}, 'lounge': {1: 4.0}, 'location': {3: 4.0}, 'bathroom': {4: 3.0}, 'room': {14: 3.357142857142857}, 'cleanliness': {3: 3.6666666666666665}, 'pet-friendly': {1: 4.0}, 'internet': {1: 3.0}, 'food': {1: 4.0}, 'air-conditioner': {1: 2.0}, 'quiet': {1: 4.0}}","{'price': 17, 'staff': 17, 'stay': 18, 'location': 16, 'room': 20, 'shared': 12, 'compared': 9, 'hotels': 9, 'good': 9, 'local': 9}","{'thought': 11, 'expensive': 10, 'shared': 7, 'single': 6, 'sex': 6, 'air': 6, 'conditioning': 6, 'involved': 6, 'making': 6, 'good': 6}",static
488,256,256,Residence Inn By Marriott Springdale,4.41,54,1740 S 48th St,36.17033,-94.18366,0,1,1,6,46,0,2,5,10,37,4.03,"{'room': {15: 3.466666666666667}, 'cleanliness': {5: 2.4}, 'air-conditioner': {2: 3.0}, 'comfort': {3: 2.3333333333333335}, 'location': {2: 3.0}, 'lounge': {3: 2.6666666666666665}, 'parking': {1: 4.0}, 'bathroom': {1: 4.0}, 'service': {2: 4.5}, 'sleep': {1: 5.0}}","{'room': 46, 'time': 16, 'noise': 12, 'couch': 12, 'coming': 11, 'older': 10, 'motel': 10, 'remodeled': 10, 'expecting': 9, 'water': 10}","{'breakfast': 11, 'room': 10, 'clean': 7, 'booked': 5, 'months': 5, 'good': 5, 'noise': 4, 'started': 4, 'serving': 4, 'worst': 4}",static
161,257,257,Days Inn Ruther Glen Kings Dominion Area,2.24,54,24320 Rogers Clark Blvd,37.93338,-77.47601,0,19,15,11,9,0,7,23,10,14,2.86,"{'room': {10: 3.4}, 'air-conditioner': {1: 4.0}, 'bathroom': {4: 3.75}, 'cleanliness': {4: 3.0}, 'food': {1: 2.0}, 'service': {3: 1.6666666666666667}, 'comfort': {1: 3.0}, 'internet': {1: 3.0}}","{'pool': 6, 'supplied': 6, 'general': 6, 'feel': 6, 'tired': 6, 'bit': 6, 'love': 6, 'strategically': 4, 'enter': 4, 'exit': 4}","{'booked': 15, 'things': 12, 'tending': 12, 'shower': 12, 'curtain': 12, 'rod': 12, 'pulling': 12, 'wall': 13, 'customer': 12, 'race': 10}",static
510,258,258,Sleep Inn Slidell,3.69,54,142 Oak Ct,30.22415,-89.78667,0,4,5,12,33,0,8,9,12,25,3.49,"{'room': {13: 3.4615384615384617}, 'cleanliness': {8: 3.0}, 'comfort': {8: 3.625}, 'parking': {1: 5.0}, 'quiet': {2: 3.0}, 'internet': {1: 1.0}, 'food': {1: 5.0}}","{'room': 15, 'travelled': 9, 'judge': 9, 'contest': 9, 'held': 9, 'stayed': 7, 'town': 6, 'visit': 6, 'booked': 6, 'loyalty': 6}","{'hotel': 18, 'night': 28, 'checked': 15, 'late': 15, 'evening': 15, 'clerk': 15, 'friendly': 15, 'helpful': 15, 'travel': 11, 'times': 11}",static
147,259,259,Days Inn Bangor Airport,3.65,54,250 Odlin Rd,44.791314,-68.810204,1,1,6,16,30,0,3,8,20,23,3.68,"{'service': {9: 3.4444444444444446}, 'room': {11: 3.3636363636363638}, 'cleanliness': {3: 3.6666666666666665}, 'food': {5: 3.8}, 'lounge': {3: 3.0}}","{'muy': 18, 'room': 16, 'para': 14, 'bueno': 8, 'food': 8, 'beach': 7, 'resort': 7, 'fast': 7, 'delicious': 7, 'restaurants': 6}","{'muy': 14, 'det': 10, 'och': 9, 'med': 8, 'posibilidades': 7, 'alimentacion': 7, 'para': 7, 'son': 7, 'reducidas': 7, 'aunque': 7}",static
504,260,260,Sheraton Offenbach Hotel,3.83,54,Berliner Strasse 111,50.106529,8.760921,0,1,3,15,35,0,4,10,17,23,3.51,"{'room': {11: 3.3636363636363638}, 'air-conditioner': {1: 4.0}, 'cleanliness': {3: 3.3333333333333335}, 'lounge': {1: 3.0}, 'service': {2: 3.5}, 'location': {1: 5.0}, 'value': {2: 4.0}, 'comfort': {6: 3.3333333333333335}, 'spa': {1: 5.0}, 'bathroom': {1: 2.0}, 'food': {1: 3.0}, 'pet-friendly': {1: 3.0}}","{'desk': 8, 'clerk': 8, 'nice': 8, 'told': 6, 'feel': 6, 'times': 4, 'room': 5, 'multiple': 3, 'safe': 3, 'traveling': 3}","{'hotel': 29, 'late': 13, 'quick': 13, 'standard': 11, 'exchange': 9, 'decided': 9, 'needed': 8, 'work': 8, 'sketchy': 4, 'experience': 4}",static
556,261,261,Super 8 Pittsburgh/monroeville,2.83,54,1807 Golden Mile Hwy,40.4461,-79.7139,0,12,11,11,20,0,13,14,10,17,2.92,"{'cleanliness': {5: 2.6}, 'food': {1: 3.0}, 'room': {9: 2.6666666666666665}, 'comfort': {3: 2.0}, 'quiet': {1: 5.0}, 'location': {1: 5.0}, 'parking': {1: 3.0}}","{'staff': 7, 'water': 6, 'small': 5, 'mooshy': 5, 'nice': 4, 'slide': 4, 'pool': 4, 'area': 4, 'kids': 4, 'getaway': 4}","{'add': 14, 'friendly': 13, 'helpful': 13, 'room': 20, 'regular': 10, 'country': 10, 'inn': 10, 'noise': 10, 'place': 9, 'bring': 9}",static
272,262,262,Holiday Inn Express & Suites Crossville,4.19,54,560 Peavine Rd,35.96427,-84.98142,0,2,2,9,41,0,3,10,8,33,3.89,"{'pet-friendly': {2: 3.0}, 'room': {6: 3.0}, 'spa': {1: 4.0}, 'parking': {1: 5.0}, 'service': {3: 3.3333333333333335}, 'comfort': {1: 4.0}, 'air-conditioner': {1: 2.0}, 'food': {1: 5.0}, 'value': {1: 3.0}, 'business': {1: 4.0}}","{'hotel': 17, 'trs': 12, 'pour': 12, 'restaurant': 11, 'mais': 9, 'nous': 9, 'good': 9, 'personnel': 7, 'easy': 7, 'propres': 6}","{'dans': 28, 'room': 18, 'sjour': 17, 'manquerais': 14, 'reveinr': 14, 'cet': 14, 'htel': 14, 'lors': 14, 'mon': 14, 'prochain': 14}",static
279,263,263,Holiday Inn Express - Hillsboro,4.26,54,5900 N E Ray Cir,45.532877,-122.920863,0,2,4,3,45,0,5,2,9,38,4.05,"{'pet-friendly': {3: 4.333333333333333}, 'service': {3: 3.6666666666666665}, 'room': {9: 4.222222222222222}, 'parking': {2: 4.5}, 'cleanliness': {4: 4.0}, 'comfort': {2: 4.0}, 'air-conditioner': {1: 5.0}, 'bathroom': {1: 4.0}, 'location': {2: 4.5}, 'sleep': {1: 3.0}}","{'breakfast': 25, 'recommend': 14, 'downtown': 10, 'poor': 10, 'mind': 9, 'travel': 9, 'lot': 9, 'base': 9, 'great': 9, 'hot': 40}","{'hotel': 15, 'kind': 15, 'meat': 15, 'price': 8, 'free': 8, 'good': 8, 'shuttle': 7, 'service': 7, 'great': 7, 'expecting': 5}",static
406,264,264,Melia Paris Champs-elyses,3.98,53,102 Avenue Victor Hugo,48.868568,2.282725,0,1,1,11,40,0,6,5,14,28,3.7,"{'room': {8: 3.0}, 'value': {2: 4.5}, 'internet': {1: 1.0}, 'quiet': {3: 3.0}, 'cleanliness': {6: 3.1666666666666665}, 'lounge': {1: 5.0}, 'service': {1: 4.0}, 'pet-friendly': {1: 4.0}, 'spa': {1: 5.0}}","{'children': 11, 'opinion': 11, 'renovations': 11, 'room': 10, 'hotel': 11, 'excellent': 7, 'breakfast': 6, 'clean': 6, 'staff': 5, 'making': 5}","{'recover': 10, 'stressful': 10, 'week': 10, 'room': 6, 'masking': 5, 'tape': 5, 'concrete': 5, 'convenient': 4, 'restaurants': 4, 'prettier': 4}",static
258,265,265,Hawthorn Suites Dayton North,2.4,53,7070 Poe Ave,39.849845,-84.189419,0,19,9,14,11,0,16,21,9,7,2.58,"{'location': {1: 2.0}, 'comfort': {2: 1.5}, 'room': {5: 2.0}, 'cleanliness': {3: 2.6666666666666665}, 'lounge': {1: 2.0}, 'food': {2: 4.0}, 'service': {1: 1.0}, 'pet-friendly': {1: 3.0}, 'internet': {1: 5.0}}","{'hotel': 7, 'good': 3, 'room': 3, 'shower': 3, 'curtain': 3, 'mold': 3, 'clean': 3, 'birthday': 3, 'party': 3, 'pool': 3}","{'stay': 72, 'room': 28, 'time': 40, 'good': 20, 'clean': 19, 'buy': 17, 'tub': 16, 'conference': 13, 'central': 13, 'location': 13}",static
296,266,266,Holiday Inn Express and Suites Canyonville,4.19,53,200 Creekside Dr,42.9414,-123.28994,0,1,1,11,40,0,5,7,13,28,3.64,"{'service': {2: 2.5}, 'cleanliness': {6: 3.0}, 'comfort': {1: 3.0}, 'spa': {1: 3.0}, 'location': {3: 2.6666666666666665}, 'room': {6: 3.0}, 'bathroom': {1: 3.0}, 'quiet': {1: 3.0}, 'food': {1: 2.0}}","{'service': 16, 'answer': 15, 'smiling': 14, 'ready': 14, 'questions': 14, 'hotel': 20, 'time': 9, 'stay': 12, 'walk': 8, 'mile': 8}","{'good': 9, 'breakfast': 7, 'half': 5, 'block': 5, 'direction': 5, 'takes': 5, 'catch': 5, 'desk': 5, 'friendly': 5, 'helpful': 5}",static
99,267,267,Clatskanie River Inn,4.49,53,600 E Columbia River Hwy,46.102,-123.19881,0,0,0,5,48,0,1,4,14,34,4.0,"{'comfort': {3: 5.0}, 'room': {8: 3.875}, 'cleanliness': {7: 4.285714285714286}, 'location': {1: 4.0}, 'bathroom': {2: 3.5}, 'spa': {2: 3.0}, 'internet': {1: 5.0}, 'business': {2: 3.0}, 'service': {1: 5.0}, 'quiet': {1: 4.0}}","{'stay': 23, 'breakfast': 18, 'clean': 22, 'nice': 14, 'area': 11, 'impressed': 11, 'ability': 11, 'cousin': 11, 'provided': 9, 'wonderful': 9}","{'staff': 9, 'fair': 6, 'business': 6, 'travel': 9, 'friendly': 6, 'stay': 6, 'area': 6, 'great': 3, 'michigan': 3, 'desk': 3}",static
579,268,268,The Westin Buckhead,4.19,53,3391 Peachtree Rd N E,33.848866,-84.365492,0,1,1,9,42,0,6,8,9,30,3.65,"{'pet-friendly': {1: 5.0}, 'location': {1: 5.0}, 'quiet': {2: 3.5}, 'parking': {2: 4.5}, 'cleanliness': {3: 4.666666666666667}, 'comfort': {4: 1.75}, 'room': {13: 3.0}, 'internet': {3: 4.333333333333333}, 'service': {1: 3.0}, 'lounge': {1: 4.0}}","{'room': 25, 'hotel': 16, 'stay': 14, 'booked': 9, 'month': 9, 'half': 9, 'advance': 9, 'reserved': 9, 'king': 22, 'bed': 9}","{'comfortable': 21, 'hear': 12, 'noise': 12, 'making': 11, 'stay': 11, 'pleasant': 11, 'nice': 9, 'extremely': 7, 'experience': 6, 'large': 6}",static
13,269,269,Americas Best Value Inn and Suites,2.62,52,1020 S E Blue Pkwy,38.90314,-94.3571,1,12,15,6,18,0,15,10,12,15,2.92,"{'room': {12: 2.5}, 'cleanliness': {6: 2.8333333333333335}, 'bathroom': {3: 3.6666666666666665}, 'location': {1: 1.0}, 'quiet': {2: 4.0}, 'comfort': {3: 3.6666666666666665}, 'pet-friendly': {1: 3.0}, 'internet': {1: 4.0}, 'service': {1: 1.0}, 'food': {1: 4.0}}","{'breakfast': 5, 'propped': 3, 'open': 4, 'spent': 3, 'weekend': 3, 'elevator': 3, 'carry': 3, 'stairs': 3, 'toaster': 3, 'bed': 3}","{'owner': 11, 'family': 10, 'enjoy': 10, 'sadly': 10, 'staff': 10, 'decent': 9, 'friendly': 8, 'positive': 8, 'notes': 8, 'breakfast': 8}",static
152,270,270,Days Inn Brookings,2.58,52,2500 6th St,44.31141,-96.76286,0,8,16,18,10,0,8,23,15,6,2.72,"{'bathroom': {1: 1.0}, 'room': {6: 2.0}, 'comfort': {1: 3.0}, 'internet': {1: 3.0}}","{'great': 4, 'family': 3, 'wondered': 2, 'staying': 2, 'marina': 2, 'nice': 2, 'perfect': 2, 'fit': 2, 'condos': 2, 'sized': 2}","{'towels': 17, 'appreciated': 16, 'experience': 16, 'priced': 14, 'heated': 13, 'beautiful': 11, 'condo': 17, 'fluffier': 10, 'house': 10, 'warm': 10}",static
96,271,271,City Express Irapuato,4.1,52,Blvd Villas De Irapuato 1362,20.683032,-101.380828,0,2,2,6,42,0,4,6,9,33,3.85,"{'quiet': {1: 4.0}, 'room': {6: 3.6666666666666665}, 'cleanliness': {9: 4.111111111111111}, 'location': {2: 5.0}, 'comfort': {7: 4.0}, 'spa': {1: 1.0}, 'business': {1: 3.0}}","{'great': 8, 'owner': 4, 'lobby': 4, 'selection': 4, 'accommodations': 4, 'rate': 4, 'facility': 4, 'relative': 4, 'friendly': 4, 'clean': 5}","{'pool': 12, 'hottub': 12, 'spacious': 12, 'rooms': 12, 'breakfast': 6, 'dated': 6, 'modernization': 6, 'area': 4, 'offering': 3, 'worked': 3}",static
114,272,272,Comfort Inn Montgomery,3.35,52,1035 W South Blvd,32.327641,-86.33771,0,3,8,18,23,0,5,14,12,21,3.34,"{'room': {11: 2.8181818181818183}, 'value': {1: 2.0}, 'location': {2: 3.5}, 'spa': {2: 2.5}, 'cleanliness': {2: 2.0}, 'parking': {2: 2.0}, 'food': {1: 4.0}, 'service': {2: 1.5}}","{'area': 9, 'driver': 4, 'bus': 4, 'peek': 4, 'hours': 4, 'upgraded': 3, 'runs': 3, 'minutes': 3, 'food': 3, 'trays': 3}","{'visit': 13, 'great': 12, 'room': 13, 'staff': 9, 'day': 8, 'stuck': 7, 'desk': 7, 'time': 14, 'year': 13, 'amazing': 7}",static
486,273,273,Residence Inn By Marriott Hartford Downtown,4.55,51,942 Main St,41.76808,-72.67297,0,1,0,2,48,0,0,2,13,36,4.2,"{'comfort': {4: 3.75}, 'room': {7: 3.857142857142857}, 'cleanliness': {4: 4.0}, 'service': {3: 4.333333333333333}, 'spa': {1: 5.0}, 'lounge': {1: 5.0}, 'sleep': {1: 4.0}, 'quiet': {1: 5.0}}","{'room': 16, 'clean': 10, 'close': 8, 'interstate': 7, 'noisy': 7, 'large': 7, 'breakfast': 7, 'desk': 7, 'time': 11, 'son': 7}","{'mgmt': 5, 'room': 5, 'stayed': 2, 'country': 2, 'place': 2, 'betterwe': 1, 'hotel': 1}",static
330,274,274,Hotel Vier Jahreszeiten Khlungsborn,4.04,51,Ostseeallee 10 12,54.1533,11.75432,0,1,2,7,41,0,3,4,16,28,3.86,"{'business': {1: 3.0}, 'quiet': {3: 3.6666666666666665}, 'gym': {1: 3.0}, 'service': {1: 4.0}, 'comfort': {3: 3.3333333333333335}, 'room': {7: 4.285714285714286}, 'cleanliness': {5: 4.4}, 'spa': {1: 4.0}, 'bathroom': {1: 5.0}, 'lounge': {1: 3.0}, 'location': {1: 5.0}, 'pet-friendly': {1: 5.0}}","{'stay': 28, 'enjoyed': 15, 'room': 14, 'lots': 9, 'things': 9, 'friendly': 8, 'staff': 8, 'furniture': 8, 'bad': 8, 'shape': 8}","{'friendly': 10, 'worn': 8, 'furniture': 8, 'questionable': 8, 'stay': 8, 'desk': 7, 'extremely': 7, 'wanted': 7, 'check': 7, 'pleasing': 7}",static
268,275,275,Hilton Santo Domingo,4.24,51,George Washington Avenue 500,18.457572,-69.910046,0,3,1,3,44,0,4,1,4,42,4.13,"{'comfort': {1: 4.0}, 'quiet': {1: 4.0}, 'room': {5: 4.2}, 'cleanliness': {2: 4.0}, 'location': {1: 4.0}, 'service': {1: 5.0}, 'spa': {1: 4.0}, 'business': {2: 4.0}, 'food': {1: 4.0}, 'internet': {1: 4.0}}","{'stay': 26, 'niece': 15, 'bien': 14, 'room': 14, 'excellent': 11, 'good': 11, 'business': 11, 'friendly': 11, 'tired': 8, 'whilst': 7}","{'short': 14, 'stay': 14, 'après': 2, 'une': 2, 'sortie': 2, 'ski': 3, 'fond': 2, 'matin': 2, 'magasinage': 2, 'restaurant': 1}",static
144,276,276,Dallas/fort Worth Marriott Solana,4.37,51,5 Village Cir,32.979373,-97.168512,0,1,0,7,43,0,2,4,17,28,3.9,"{'comfort': {4: 4.0}, 'room': {4: 4.0}, 'cleanliness': {3: 4.0}, 'lounge': {1: 3.0}, 'spa': {1: 2.0}}","{'breakfast': 10, 'nice': 5, 'room': 4, 'clean': 4, 'beautiful': 4, 'car': 4, 'worth': 4, 'great': 3, 'laundry': 3, 'companion': 3}","{'coffee': 13, 'log': 7, 'gorgeous': 7, 'view': 7, 'include': 7, 'keeper': 6, 'cabin': 10, 'maker': 3, 'silverware': 3, 'glasses': 3}",static
243,277,277,Hampton Inn Bloomington West,4.44,50,906 Maple Hill Rd,40.487383,-89.035188,0,0,2,4,44,0,0,10,9,31,3.83,"{'parking': {2: 2.5}, 'internet': {1: 4.0}, 'room': {14: 3.4285714285714284}, 'comfort': {2: 3.0}, 'food': {1: 4.0}, 'service': {1: 4.0}, 'cleanliness': {1: 2.0}, 'bathroom': {2: 3.5}, 'pet-friendly': {2: 3.0}, 'location': {3: 3.6666666666666665}, 'business': {1: 3.0}}","{'car': 19, 'work': 8, 'check': 7, 'desk': 6, 'time': 6, 'trouble': 5, 'keeping': 8, 'good': 5, 'location': 5, 'offered': 4}","{'told': 18, 'girl': 9, 'desk': 9, 'handicap': 9, 'parking': 9, 'river': 9, 'street': 9, 'location': 6, 'hotel': 7, 'closer': 4}",static
551,278,278,Super 8 Madison,3.8,50,2091 Eatonton Rd,33.55675,-83.47497,0,1,4,11,34,0,0,10,13,27,3.69,"{'location': {7: 3.5714285714285716}, 'cleanliness': {6: 3.0}, 'comfort': {7: 4.142857142857143}, 'service': {2: 3.0}, 'room': {6: 3.3333333333333335}, 'air-conditioner': {1: 4.0}, 'pet-friendly': {1: 2.0}, 'parking': {1: 4.0}}","{'distance': 12, 'hotel': 12, 'location': 10, 'safe': 8, 'stay': 12, 'road': 7, 'breakfast': 7, 'local': 6, 'attractions': 6, 'walking': 6}","{'room': 17, 'comfortable': 8, 'issues': 8, 'daughter': 8, 'toured': 8, 'good': 8, 'complaint': 7, 'carpet': 7, 'needed': 7, 'month': 7}",static
354,279,279,Inturotel Esmeralda Park,4.52,50,Calo Des Corral S/n,39.37752,3.23729,0,0,1,1,48,0,1,2,15,32,4.15,"{'room': {10: 3.8}, 'cleanliness': {8: 4.0}, 'parking': {5: 3.4}, 'quiet': {1: 4.0}, 'comfort': {5: 3.8}, 'internet': {3: 3.3333333333333335}, 'sleep': {3: 3.3333333333333335}, 'location': {3: 3.0}, 'lounge': {3: 4.333333333333333}, 'service': {2: 4.0}, 'spa': {2: 4.0}, 'bathroom': {1: 3.0}}","{'windows': 14, 'free': 13, 'bring': 11, 'room': 22, 'great': 8, 'night': 8, 'happy': 8, 'neighborhood': 7, 'quieter': 7, 'interior': 7}","{'great': 16, 'room': 16, 'staff': 14, 'friendly': 10, 'helpful': 10, 'motel': 8, 'accomodate': 8, 'family': 8, 'rollaway': 8, 'bed': 8}",static
598,280,280,Villa Carlotta,4.9,50,Via Pirandello 81,37.850643,15.293988,0,0,0,0,50,0,0,0,11,39,4.46,"{'room': {14: 4.285714285714286}, 'cleanliness': {10: 4.1}, 'bathroom': {2: 4.5}, 'pet-friendly': {1: 4.0}, 'quiet': {1: 3.0}, 'service': {1: 4.0}, 'internet': {1: 3.0}, 'sleep': {2: 5.0}, 'comfort': {2: 5.0}}","{'trash': 30, 'room': 51, 'tub': 19, 'impression': 15, 'entered': 15, 'settling': 15, 'noticed': 15, 'sink': 15, 'grunge': 15, 'stains': 15}",{},static
595,281,281,Una Hotel Forte Dei Marmi,4.0,50,Via Gb Vico 142,43.956541,10.195617,0,1,1,11,37,0,1,5,17,27,3.92,"{'service': {5: 4.0}, 'cleanliness': {6: 3.3333333333333335}, 'bathroom': {3: 3.6666666666666665}, 'room': {13: 3.6923076923076925}, 'lounge': {1: 3.0}, 'comfort': {4: 3.0}, 'location': {1: 3.0}, 'pet-friendly': {1: 3.0}}","{'room': 12, 'looked': 7, 'renovated': 7, 'bit': 7, 'good': 7, 'hotel': 7, 'sink': 6, 'actual': 6, 'odd': 6, 'reminds': 6}","{'closes': 20, 'daily': 10, 'evening': 10, 'room': 4, 'clean': 4, 'bit': 4, 'musty': 4, 'smell': 4, 'staff': 4, 'nice': 3}",static
558,282,282,Super 8 Worthington Minnesota,2.37,49,850 Lucy Dr,43.635653,-95.621864,0,15,13,13,8,0,16,10,11,12,2.74,"{'food': {2: 1.5}, 'room': {9: 2.888888888888889}, 'comfort': {6: 2.3333333333333335}, 'cleanliness': {6: 3.0}, 'quiet': {1: 1.0}}","{'friendly': 11, 'welcoming': 10, 'pool': 6, 'area': 4, 'breakfast': 4, 'problem': 3, 'fridge': 3, 'care': 3, 'hot': 4, 'tub': 3}","{'room': 22, 'bed': 19, 'baby': 10, 'pool': 10, 'slide': 10, 'told': 8, 'charges': 8, 'fall': 8, 'architecture': 6, 'downtown': 6}",static
304,283,283,Homewood Suites By Hilton Albuquerque - Journal Center,4.2,49,5400 San Antonio Ave,35.159203,-106.585014,0,1,3,5,40,0,1,5,11,32,3.97,"{'food': {2: 4.0}, 'room': {9: 4.0}, 'comfort': {4: 3.5}, 'service': {2: 4.0}, 'cleanliness': {4: 4.25}, 'pet-friendly': {2: 3.0}, 'internet': {1: 4.0}}","{'stay': 37, 'street': 19, 'nice': 14, 'recommend': 16, 'service': 12, 'motel': 12, 'comfortable': 12, 'immaculate': 11, 'gorgeous': 10, 'maintained': 10}","{'breakfast': 7, 'great': 5, 'rooms': 5, 'nights': 5, 'lot': 5, 'cheaper': 5, 'competitor': 5, 'free': 5, 'beds': 4, 'comfortable': 4}",static
337,284,284,Htel Sezz Paris,4.29,49,6 Avenue Fremiet,48.856543,2.285148,0,1,2,5,41,0,1,3,11,34,4.11,"{'cleanliness': {8: 3.5}, 'location': {4: 4.5}, 'parking': {1: 5.0}, 'room': {7: 4.142857142857143}, 'comfort': {1: 4.0}, 'spa': {1: 5.0}, 'business': {2: 2.5}, 'service': {1: 4.0}, 'value': {1: 5.0}}","{'room': 37, 'hotel': 22, 'clean': 16, 'stay': 21, 'nice': 11, 'suite': 10, 'wanting': 10, 'touch': 10, 'desk': 10, 'lobby': 8}","{'hotel': 13, 'clean': 16, 'friendly': 8, 'hope': 6, 'book': 16, 'future': 6, 'area': 6, 'minutes': 6, 'close': 6, 'town': 6}",static
572,285,285,The Kinney - Venice Beach,4.1,48,737 W Washington Blvd,33.987299,-118.45369,0,1,1,5,41,0,4,7,14,23,3.54,"{'parking': {1: 4.0}, 'service': {1: 5.0}, 'room': {6: 3.3333333333333335}, 'cleanliness': {4: 3.75}, 'pet-friendly': {3: 4.333333333333333}, 'air-conditioner': {1: 3.0}, 'bathroom': {2: 3.0}}","{'running': 6, 'bother': 6, 'stumbled': 4, 'park': 4, 'city': 4, 'ski': 4, 'work': 5, 'told': 4, 'main': 8, 'television': 4}","{'night': 13, 'bucks': 13, 'told': 9, 'inconvenient': 9, 'amenitites': 9, 'pay': 2, 'place': 2, 'crash': 2, 'people': 2, 'living': 2}",static
576,286,286,The National Conference Center,3.38,48,18980 Upper Belmont Pl,39.094056,-77.485577,0,3,7,17,21,0,3,3,25,17,3.62,"{'cleanliness': {2: 3.0}, 'air-conditioner': {1: 4.0}, 'room': {18: 3.3333333333333335}, 'bathroom': {2: 3.5}, 'spa': {1: 3.0}, 'comfort': {1: 5.0}, 'location': {1: 5.0}, 'service': {2: 3.0}, 'value': {1: 5.0}}","{'room': 15, 'smelled': 6, 'stay': 6, 'fine': 4, 'air': 8, 'conditioner': 4, 'beer': 4, 'bottle': 4, 'trash': 4, 'entire': 4}","{'stay': 5, 'clean': 5, 'needed': 5, 'fresh': 5, 'blankets': 5, 'time': 5, 'desk': 5, 'staff': 5, 'lot': 5, 'enthusiasm': 5}",static
564,287,287,"The Citizen Hotel, Autograph Collection",4.95,48,926 J St,38.5802767,-121.4938057,0,0,0,0,48,0,5,2,6,35,4.05,"{'cleanliness': {7: 4.0}, 'location': {1: 5.0}, 'room': {7: 4.0}, 'comfort': {2: 4.5}, 'service': {2: 4.5}, 'internet': {1: 5.0}, 'spa': {1: 5.0}, 'business': {1: 5.0}, 'value': {1: 5.0}, 'sleep': {1: 4.0}, 'food': {1: 4.0}}","{'walls': 25, 'clean': 24, 'good': 13, 'stay': 17, 'usual': 12, 'arrival': 12, 'housekeeping': 12, 'job': 12, 'pay': 12, 'train': 11}","{'lobby': 8, 'breakfast': 8, 'lunch': 8, 'dinner': 8, 'drinks': 8, 'cookie': 3, 'cutter': 3, 'good': 3, 'older': 2, 'hit': 2}",static
117,288,288,Comfort Inn and Suites O'fallon,3.42,47,100 Comfort Inn Ct,38.800071,-90.679098,0,3,6,14,24,0,4,11,19,13,3.24,"{'room': {11: 2.8181818181818183}, 'sleep': {1: 2.0}, 'pet-friendly': {1: 3.0}, 'food': {1: 3.0}, 'location': {1: 3.0}, 'comfort': {3: 2.3333333333333335}, 'cleanliness': {5: 3.0}, 'parking': {2: 2.0}, 'service': {2: 2.5}}","{'stay': 8, 'staff': 4, 'recommend': 3, 'friend': 4, 'car': 3, 'vandalized': 3, 'moment': 3, 'walked': 3, 'clean': 3, 'ice': 6}","{'helpful': 40, 'staff': 20, 'room': 26, 'friendly': 13, 'easy': 12, 'shuttle': 12, 'quality': 12, 'comfortable': 12, 'service': 11, 'restaurant': 11}",static
